Paper_ID,DOI,Journal,Year,Authors,Country,Title,Institution,Crop,Scientific_Name,Variety,Season,Growth_Duration_Days,Growth_Stage,Cover_Crop,Previous_Crop,Intercrop_Name,Design,Replications,Plot_Size,Spacing_Row,Spacing_Plant,Sample_Size,Location,State,Site,Plot_ID,Block,Experiment_Objective,Sowing_Date,Harvest_Date,Latitude,Longitude,Altitude,Temperature_Max,Temperature_Min,Average_Temperature,Rainfall,Humidity,Solar_Radiation,Wind_Speed,ET0,Climate_Zone,Soil_pH,EC,Organic_Carbon,Organic_Matter,Nitrogen,Phosphorus,Potassium,Sulphur,Iron,Copper,Manganese,Zinc,Calcium,Magnesium,Boron,Molybdenum,Sodium,Chlorine,CEC,Soil_Bulk_Density,Soil_Clay_Pct,Soil_Silt_Pct,Soil_Sand_Pct,Soil_Texture,Soil_Class,Soil_Depth_cm,Treatment,Fertilizer_Name,Organic_Fertilizer,Biofertilizer,Dose,Application_Method,Application_Interval,Fertilizer_Calcium,Fertilizer_Magnesium,Fertilizer_Boron,Fertilizer_Chlorine,Fertilizer_Molybdenum,Shoot_Length_cm,Root_Length_cm,Plant_Height_cm,Shoot_Biomass_g,Root_Biomass_g,Leaf_Area_cm2,Leaf_Number,Tillers,Root_Diameter_mm,SPAD,Moisture_Content,Dry_Matter,Stem_Diameter_mm,Branches,Nodes,Flowers,Plant_Height_30_cm,Plant_Height_60_cm,Plant_Height_90_cm,Plant_Height_120_cm,Leaf_Area_30_cm2,Leaf_Area_60_cm2,Leaf_Area_90_cm2,Leaf_Area_120_cm2,Branches_60,Branches_90,Flowers_60,Yield_per_Plot,Yield_per_Acre,Yield_per_Hectare,Fruit_Number,Fruit_Weight,Fruit_Diameter_mm,Spike_Length,Seeds_per_Spike,100_Seed_Weight,Root_Weight,Pod_Weight,Harvest_Index,Biomass_Yield,FruitWeight_90_g,FruitWeight_120_g,FruitDiameter_90_mm,FruitDiameter_120_mm,YieldPlot_90_g,YieldPlot_120_g,Yield_13pct_Moisture,Marketable_Yield,Biological_Yield,Stover_Yield,Seed_Yield,Pods_Number,Seeds_per_Pod,Weed_Biomass,Protein,Ash,Gluten,Fiber,Carbohydrates,Fat,Nitrogen_Content,Phosphorus_Content,Potassium_Content,Iron_Content,Copper_Content,Zinc_Content,Manganese_Content,Sulphur_Content,Calcium_Content,Magnesium_Content,Boron_Content,Chlorine_Content,Molybdenum_Content,Starch,Oil,Target_Yield,Target_Fertilizer,Target_Nitrogen,Target_Phosphorus,Target_Potassium,Growing_Degree_Days,Heat_Units,Harvest_Index_Calc,Nitrogen_Use_Efficiency,Water_Use_Efficiency,Rainfall_Anomaly,Stress_Index,Disease_Risk_Index,Yield_per_Plant,Yield_per_Plot_Calc,Yield_per_Hectare_Calc,Temp_x_Rainfall,N_x_P,Temp_squared,Rainfall_7d_MA,Temp_7d_MA,Feature_Available_Before_Prediction,Crop_Code,Season_Code,Variety_Code,Fertilizer_Code,Soil_Texture_Code,Country_Code,Predicted_Yield,Expected_Biomass,Expected_Plant_Height,Recommended_Fertilizer,Recommended_Dose,Recommended_Application_Interval,Expected_Yield_Increase,Confidence_Score,Recommendation_Summary,SOC_Mineralization,Residue_C_Decomposition,Potential_Evapotranspiration,Soil_Moisture,Soil_Nitrate_N,Soil_Ammonium_N,Soil_Available_K,Soil_POC,Soil_DOC,Soil_LOC,Soil_MBC,Soil_MBN,Soil_Carbon_Walkley_Black,Soil_Nitrogen_Kjeldahl,Soil_Nitrogen_Alkaline_Permanganate,Soil_Sulphur_Available,Soil_Sulphur_Mehlich3,Soil_NO3,Soil_NH4,Soil_N_Parco2020,Soil_N_DeSilva2008,Soil_Ca_Ammonium_Acetate,Soil_Mg_Ammonium_Acetate,Soil_K_Ammonium_Acetate,Soil_Glucosidase,Soil_Xylosidase,Soil_Cellobiosidase,Beta_Glucosidase,Peroxidase,Polyphenol_Oxidase,N_Acetyl_Glucosaminidase,Leucine_Aminopeptidase,Phosphatase,Catalase,Urease,Dehydrogenase,Bacterial_Diversity_Chao1,Bacterial_Diversity_Shannon,Fungal_Diversity_Chao1,Fungal_Diversity_Shannon,Total_PLFAs,Gram_Positive_PLFAs,Gram_Negative_PLFAs,Fungal_PLFAs,Bacterial_PLFAs,Actinomycetes_PLFAs,NDVI,EVI,SAVI,NDWI,NDRE,Canopy_Temperature,CIG,CIRE,Calcium_Mehlich3,Calcium_Saturation,Magnesium_Saturation,Sodium_Saturation,Potassium_Saturation,Hydrogen_Saturation,Water_Extractable_Nitrate,Water_Extractable_Organic_Carbon,Water_Extractable_Organic_Nitrogen,Water_Extractable_NH4,Water_Extractable_CN_Ratio,Aggregate_Stability,Soil_Respiration,Infiltration_Rate,Nematode_Maturity_Index,Nematode_Plant_Parasitic_Index,Nematode_Channel_Index,Nematode_Basal_Index,Nematode_Enrichment_Index,Nematode_Structure_Index,Nematode_Total_Biomass_mg,Total_Cost,Total_Return,Net_Profit,Benefit_Cost_Ratio,System_Benefit_USD_ha,Off_Season_Contribution_Pct,System_Water_Use_Efficiency,Phosphorus_Uptake,Nitrogen_Uptake,Potassium_Uptake,Sulphur_Uptake,Calcium_Uptake,Magnesium_Uptake,Boron_Uptake,Chlorine_Uptake,Copper_Uptake,Iron_Uptake,Manganese_Uptake,Molybdenum_Uptake,Zinc_Uptake,Irrigation_Method,Irrigation_mm,Sowing_Density,Harvest_Density,Cultivation_Method,N_Fixation,Soil_pH_CaCl2,Soil_pH_KCl
PAPER_9baedfd789e5,10.5281/zenodo.1071268,,2009.0,Mohammadi K.; Ghalavand A.; Aghaalikhani M.; Eskandari M.,,Increasing Chickpea Quality and Agroecosystm Sustainability Using Organic and Natural Resources,,Chickpea,,,,,,,,,Randomized Complete Block Design;Split Plot;Split-Split Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_04c82e9dbab8,10.5281/zenodo.1086165,,2010.0,Khosro Mohammadi; Amir Ghalavand; Majid Aghaalikhani,,Study the Efficacies of Green Manure Application as Chickpea Pre Plant,,Chickpea,,,,,,,,,Randomized Complete Block Design;Split Plot;Split-Split Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_9637e502f88b,10.5281/zenodo.1083469,,2010.0,Mohammadi K.; Ghalavand A.; Aghaalikhani M,,Effect of Different Methods of Soil Fertility on Grain Yield and Chickpea Quality,,Chickpea,,,,,,,,,Randomized Complete Block Design;Split Plot;Split-Split Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_fb4dfbadb9f7,10.5281/zenodo.1085056,,2010.0,A. A. Najm; M. R. Haj Seyed Hadi; F. Fazeli; M. Taghi Darzi; R. Shamorady,,"Effect of Utilization of Organic and Inorganic Nitrogen Source on the Potato Shoots Dry Matter, Leaf Area Index and Plant Height, During Middle Stage of Growth",,Potato,,,,,,,,,Randomized Complete Block Design;Factorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_7dc0c763f76f,10.5281/zenodo.1328682,,2010.0,Khosro Mohammadi; Amir Ghalavand; Majid Aghaalikhani,,Effect of Organic Matter and Biofertilizers on Chickpea Quality and Biological Nitrogen Fixation,,Chickpea,,,,,,,,,Randomized Complete Block Design;Split Plot;Split-Split Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_5a7f3f1c5ed9,10.5281/zenodo.17959702,,2025.0,"Negash, Asnakew Takele; Endalew, Tegegne Ashagrie; Kassa, Azeze Wubie; Mohamed, Hayat Yasin",,Optimal Planting Date of Watermelon Under Irrigation Conditions at Metema District of Northwestern Ethiopia,,,,,,,,,,,Randomized Complete Block Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_70cc59f4009c,10.5281/zenodo.1061264,,2011.0,Khin S. Aye,,Investigation on the Effectiveness of Zinc Sulphate and Biofertilizer on Mustard Plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_f4a7d76e6bee,10.5281/zenodo.20179560,,2026.0,Ergashboev Shokhrukhbek Sherzodjon ugli; Davronov Qaxramonjon Anvarjonovich,,PHYSIOLOGICAL MECHANISMS UNDERLYING COTTON RESPONSE TO HUMIC AND FULVIC ACID-BASED BIOSTIMULANTS UNDER POPULATION STRESS CONDITIONS,,Cotton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_511d64c2c3ab,10.5281/zenodo.18366244,,2026.0,"Sun, Huishan; Wang, Jiali; Dong, Xiaofeng",,Mechanisms of water-saving irrigation and material return in regulating net greenhouse gas emissions from paddy fields in the black soil region,,Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_cbd41e7ebab9,10.5281/zenodo.13255218,,2023.0,D.T.Jumanov; Sh.H.Ubaydullaeva; S.O.Tojieva,,Influence of agrotechnical factors on cotton yield,,Cotton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_4165310694ec,10.5281/zenodo.10465279,,2024.0,"J.Sh.Fazliev., Sh.M.Tojiev., Sh.D.Khalikov",,EFFICIENCY OF USE OF CLAY WATER WITH DROP IRRIGATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_7b2e8fb03453,10.5281/zenodo.18467511,,2026.0,"Wole, Arega; Woldekirstos, Amsalu Nebiyu; Agegnehu, Getachew; Kemal, Yenus Ousman",,Experimental Dataset on Enhanced Grain Quality of Malt Barley (Hordeum distichon L.) in Response to Mixed Use of Organic Compost and Mineral Nitrogen Rates.,,Barley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_0400dbd1db9a,10.21474/ijar01/19165,,2024.0,Nguyen Tuan Khoi,,OPTIMIZATION OF BIOCHAR AND COMPOST DOSAGE TO IMPROVE YIELD AND QUALITY OF MALABAR SPINACH (BASELLA ALBA),,Spinach,,,,,,,,,Randomized Complete Block Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_8fff2f1b50aa,10.5281/zenodo.10677898,,2023.0,D.T.Jumanov; F.E.Khushbokov,,AGRICULTURAL TECHNOLOGY AND COTTON YIELD,,Cotton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_1863b60a4572,10.5281/zenodo.6818872,,2022.0,Жўраев Акмалжон Нормухамадович Қамбарова Дилноза Қодировна  Исмоилов Ортиғали,,EFFECT OF WINTER WHEAT SEEDLING THICKNESS AND MINERAL FERTILIZER RATES ON BULK DENSITY OF SOIL,,Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_aab8dc1f6766,10.5281/zenodo.7442890,,2022.0,"A.Jo'rayev, X.Xoshimov, O.Esanova",,EFFECT OF TILLAGE METHODS ON GRAIN SIZE,,Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_bc3361290eca,10.5281/zenodo.3370228,,2019.0,"Ugwu, Chris C.; *Eteng, Ernest U.; Asawalam, Damian O.",,Evaluation of cassava yield response to iron rates grown in a tropical rain forest soils of South-eastern Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_f22637969f92,10.5281/zenodo.6673319,,2022.0,А.Н.Жўраев Ф.Алимов О.Исмоилов,,AGROTECHNOLOGY OF WINTER WHEAT AND GRAIN AND YIELD,,Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_e0f0fdddd7a0,10.5281/zenodo.7308747,,2022.0,A.Jo'rayev D.Toshmatov T.To'rayev,,EFFECT OF AGROTECHNICAL MEASURES ON BIOMETRIC PARAMETERS OF WINTER WHEAT,,Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_e3de97d242fd,10.17485/ijst/v14i21.2235,,2021.0,Hidayatullah Kakar; Mehrunisa Memon; Inayatullah Rajpar; Qamaruddin Chachar,,Slow Pyrolyzed Banana Leaf Waste Biochar Amended Calcareous Soil Properties and Maize Growth,,Maize,,,,,,,,,Completely Randomized Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_e47f620185d1,10.5281/zenodo.7440216,,2022.0,A.Juraev X.Xoshimov T.To'raev D.Toshmatov,,THE INFLUENCE OF WINTER WHEAT ON THE PHYSICAL PROPERTIES OF THE SOIL,,Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_4a6799f6fde2,10.5281/zenodo.10465311,,2024.0,"J.Sh.Fazliyev assistent., Sh.M.Tojiyev stajyor-o'qituvchi, M.Rahmatova talaba",,TOMCHILATIB SUG'ORISH TEXNOLOGIYASI ORQALI  OLMA BOG'LARINI SUG'ORISH TARTIBINING IQTISODIY SAMARADORLIGI.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_4a6799f6fde2,10.5281/zenodo.10575642,,2024.0,J.Sh.Fazliyev; Sh.M.Tojiyev; M.Rahmatova,,"TOMCHILATIB SUG""ORISH TEXNOLOGIYASI ORQALI OLMA BOG""LARINI SUG""ORISH TARTIBINING IQTISODIY SAMARADORLIGI.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_4aa0758f8c21,10.5281/zenodo.10848481,,2024.0,"Matyakubov Bakhtiyar1, Nurov Dilmurod2 Qurbonboyev Muzaffar3",,THE IMPORTANCE OF MODERN SOFTWARE FOR DETERMINING COTTON IRRIGATION REGIME,,Cotton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_b137ac5d2825,10.5281/zenodo.7954145,,2023.0,"Khudaikulov Jonibek Bozarovich, Kholmurzaev Bobur Mansurovich",,THE DEPENDENCE OF DEVELOPMENT PERIODS AND YIELD INDICATORS OF BEAN AND MUNG BEAN ON THE NORMS OF FEEDING WITH MINERAL FERTILIZERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPER_2d27405ca945,10.5281/zenodo.3979951,,2019.0,"E. Uko, Aniefiok; B. Iren, O.; B. Effa, Emmanuel; A. Isong, Isong",,Comparative Efficacy of Organic Manures for Improved Performance of Waterleaf (Talinum fructicosum (L) Juss.) in the Humid Tropical Rainforest,,,,,,,,,,,Randomized Complete Block Design;Augmented Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
